INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
87TH AND VINCENNES,2412.0,8700 S VINCENNES,06/30/2018,19,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)"
CALIFORNIA AND DIVERSEY,1511.0,2800 N CALIFORNIA AVE,06/30/2018,8,1157189.355049829,1918495.6447540692,41.932120719000004,-87.6977653,"(41.93212071910647, -87.69776530036465)"
PULASKI AND DIVISION,1802.0,1200 N PULASKI ROAD,06/30/2018,5,1149459.590666926,1907723.219884254,41.902713901999995,-87.72645145700001,"(41.902713901936174, -87.72645145715836)"
STONEY ISLAND AND 79TH,2462.0,7900 S STONEY ISLAND,06/30/2018,1,1188181.5710682971,1852908.934789311,41.751460603000005,-87.58597199299999,"(41.75146060316686, -87.5859719929647)"
ASHLAND AND LAWRENCE,1142.0,4800 N ASHLAND AVENUE,06/30/2018,4,1164751.686785145,1932001.206626392,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)"
MADISON AND WESTERN,1934.0,2400 W MADISON,06/30/2018,2,1160384.621277157,1899988.6557223732,41.881270504,-87.68653594,"(41.88127050428818, -87.68653594017124)"
4700 WESTERN,2142.0,4700 S WESTERN AVENUE,06/30/2018,2,1161120.438879703,1873431.066474726,41.808378408,-87.68457071700001,"(41.808378407946726, -87.68457071689552)"
MICHIGAN AND ONTARIO,3084.0,100 E ONTARIO ST,06/30/2018,3,1177006.928692496,1904549.656773295,41.893426147,-87.625362025,"(41.89342614670784, -87.62536202456768)"
COLUMBUS AND ILLINOIS,1952.0,500 N COLUMBUS DRIVE,06/30/2018,10,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
99TH AND HALSTED,2433.0,800 W 99TH ST,06/30/2018,19,1172710.6425656842,1839246.3306021432,41.714323336999996,-87.643066714,"(41.71432333701137, -87.64306671421937)"
CICERO AND I55,2251.0,4200 S CICERO AVENUE,06/30/2018,63,1145023.742859509,1876358.2768355191,41.816729386999995,-87.74353671200001,"(41.81672938674739, -87.74353671247594)"
CLARK AND IRVING PARK,1091.0,4000 N CLARK STREET,06/30/2018,8,1166736.149822904,1926699.3236247092,41.954432441,-87.66244625899999,"(41.95443244141688, -87.66244625914061)"
PULASKI AND NORTH,1992.0,1600 N PULASKI AVENUE,06/30/2018,3,1149432.959240306,1910369.112502195,41.90997501,-87.72648052299999,"(41.909975010236906, -87.72648052306623)"
PULASKI AND ARCHER,2153.0,5000 S ARCHER AVE,06/30/2018,5,1150501.818909837,1871162.311703322,41.802365973,-87.72357676600001,"(41.80236597333895, -87.72357676611004)"
PULASKI AND FULLERTON,1481.0,2400 N PULASKI RD,06/30/2018,6,1149275.963864089,1915687.6319317569,41.924572574,-87.726919111,"(41.92457257416937, -87.72691911144182)"
SACRAMENTO AND CHICAGO,1814.0,3000 W CHICAGO AVENUE,06/30/2018,4,1156075.266375505,1905216.6047707181,41.895704525,-87.702218524,"(41.895704524946225, -87.70221852353758)"
CICERO AND WASHINGTON,1891.0,100 N CICERO AVENUE,06/30/2018,15,1144328.984091479,1900095.1708384592,41.88187971,-87.74548924700001,"(41.88187970991601, -87.7454892473012)"
PETERSON AND WESTERN,1011.0,6000 N WESTERN AVE,06/30/2018,9,1159190.625032041,1939816.75471116,41.990586042,-87.68982247299999,"(41.99058604241958, -87.68982247294417)"
HOMAN/KIMBALL AND NORTH,1771.0,1600 N HOMAN AVENUE,06/30/2018,2,,,,,
WESTERN AND MARQUETTE,2674.0,2400 W MARQUETTE ROAD,06/30/2018,7,1161509.889315231,1860208.6274041259,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)"
CICERO AND CHICAGO,1781.0,800 N CICERO AVENUE,06/30/2018,9,1144169.162482127,1904893.189220372,41.895049038,-87.74595551600001,"(41.89504903796389, -87.74595551626888)"
PULASKI AND FOSTER,1104.0,4000 W FOSTER AVE,06/30/2018,8,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)"
KOSTNER AND NORTH,2013.0,4400 W NORTH,06/30/2018,16,1146738.551618032,1910309.5953680319,41.909863573,-87.73638029600001,"(41.90986357340246, -87.73638029605371)"
CICERO AND NORTH,2033.0,4800 W NORTH AVENUE,06/30/2018,4,1144053.7337471629,1910243.80567041,41.90973389,-87.74624497299999,"(41.909733890131285, -87.74624497295898)"
PULASKI AND 63RD,2343.0,4000 W 63RD ST,06/30/2018,4,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
CHICAGO AND CLARK,1963.0,100 W CHICAGO AVENUE,06/30/2018,14,1175374.528739575,1905745.47783364,41.896744346999995,-87.63132124799999,"(41.896744346875806, -87.63132124815151)"
ASHLAND AND MADISON,1914.0,1600 W MADISON,06/30/2018,8,1165723.014733182,1900136.5154895058,41.881564167,-87.66692946299999,"(41.8815641670199, -87.66692946294842)"
CICERO AND WASHINGTON,1892.0,100 N CICERO AVENUE,06/30/2018,1,1144328.984091479,1900095.1708384592,41.88187971,-87.74548924700001,"(41.88187970991601, -87.7454892473012)"
ASHLAND AND IRVING PARK,1151.0,4000 N ASHLAND AVENUE,06/30/2018,9,1164899.463802581,1926665.661118925,41.954379326,-87.66919912,"(41.954379326212695, -87.66919911980419)"
75TH AND STATE,2621.0,7500 S STATE STREET,06/30/2018,22,1177538.763040612,1855235.551345519,41.758092176,-87.624902228,"(41.75809217638291, -87.6249022282473)"
55TH AND KEDZIE,2163.0,3200 W 55TH STREET,06/30/2018,4,1155966.956993183,1868015.593764152,41.793622803000005,-87.703618141,"(41.79362280329978, -87.70361814062049)"
CENTRAL AND BELMONT,1602.0,3200 N CENTRAL AVENUE,06/30/2018,1,1138430.432324593,1920731.654410336,41.938617463,-87.766648297,"(41.938617463272884, -87.76664829683827)"
WESTERN AND FULLERTON,1672.0,2400 N WESTERN AVENUE,06/30/2018,3,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)"
87TH AND VINCENNES,2413.0,848 W 87TH STREET,06/30/2018,17,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)"
HAMLIN AND MADISON,1903.0,3800 W MADISON STREET,06/30/2018,13,1151032.709141294,1899784.033986533,41.880897273,-87.720881226,"(41.880897273491264, -87.72088122613924)"
STONEY ISLAND AND 76TH,2631.0,7600 S STONY ISLAND A,06/30/2018,31,1188092.796191935,1854889.3541583042,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
55TH and PULASKI,2242.0,5500 S PULASKI,06/30/2018,4,1150600.072649439,1867806.44512718,41.793155061,-87.723303765,"(41.793155060731024, -87.72330376464247)"
WESTERN AND FOSTER,1072.0,5200 N WESTERN AVE,06/30/2018,6,1159372.922497116,1934478.3136740031,41.975933372,-87.689299589,"(41.97593337199358, -87.6892995891816)"
CICERO AND 47TH,2202.0,4700 S CICERO AVE,06/30/2018,1,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
WESTERN AND FULLERTON,1671.0,2400 N WESTERN AVENUE,06/30/2018,14,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)"
ROOSEVELT AND HALSTED,2234.0,800 W ROOSEVELT ROAD,06/30/2018,14,1171199.282357741,1894968.0563937242,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
WESTERN AND 79TH,2484.0,2400 W 79TH ST,06/30/2018,2,1161758.68085177,1852242.255513454,41.750220168,-87.68281769299999,"(41.75022016799851, -87.68281769253687)"
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,06/30/2018,4,1149561.8559396921,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)"
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,06/30/2018,2,1160100.839010995,1910612.7833672382,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)"
COTTAGE GROVE AND 71ST,2571.0,7100 S COTTAGE GROVE,06/30/2018,1,1182746.23698699,1858088.011064538,41.765800350999996,-87.605729127,"(41.76580035131893, -87.6057291269901)"
KOSTNER AND NORTH,2011.0,1600 N KOSTNER,06/30/2018,1,1146732.108679105,1910282.120990798,41.909788304,-87.736404667,"(41.90978830394343, -87.73640466739216)"
111TH AND HALSTED,2424.0,800 W 111TH ST,06/30/2018,5,1172945.404219168,1831282.9170278818,41.692465363000004,-87.642440901,"(41.692465363421874, -87.64244090105778)"
CENTRAL AND ADDISON,1683.0,5600 W ADDISON STREET,06/30/2018,2,1138349.6633025021,1923416.02157061,41.945985104,-87.76687995200001,"(41.94598510430888, -87.76687995165918)"
HOLLYWOOD AND SHERIDAN,1343.0,1000 W HOLLYWOOD AVE,06/30/2018,6,1168580.2289264658,1938090.295189338,41.985649799,-87.65533580700001,"(41.98564979859328, -87.65533580655139)"
CENTRAL AND CHICAGO,1972.0,800 N CENTRAL AVENUE,06/30/2018,9,1138836.562608552,1904801.732832435,41.894896579,-87.765543258,"(41.89489657939746, -87.76554325845893)"
CICERO AND ADDISON,1611.0,3600 N CICERO AVENUE,06/30/2018,11,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
OGDEN AND KOSTNER,2223.0,4400 W OGDEN AVENUE,06/30/2018,5,1147406.592439224,1887689.099869462,41.847777523000005,-87.734505969,"(41.84777752280453, -87.73450596874825)"
CICERO AND PETERSON,1202.0,6000 N CICERO AVENUE,06/30/2018,7,1143247.733553094,1939479.3429057042,41.989973915,-87.74847302399999,"(41.98997391514614, -87.74847302426933)"
ADDISON AND HARLEM,1591.0,3600 N HARLEM AVENUE,06/30/2018,4,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)"
CICERO AND HARRISON,2023.0,4800 W HARRISON STREET,06/30/2018,3,1144451.867388303,1896949.5619594632,41.873245464,-87.74511717899999,"(41.873245464379586, -87.7451171788807)"
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,06/30/2018,1,1155791.949302478,1873270.7784813268,41.808047271999996,-87.70411882200001,"(41.80804727165029, -87.70411882229871)"
HAMLIN AND MADISON,1901.0,0 N HAMLIN BOULEVARD,06/30/2018,10,,,,,
ROOSEVELT AND HALSTED,2233.0,800 W ROOSEVELT ROAD,06/30/2018,13,1171199.282357741,1894968.0563937242,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
BELMONT AND KEDZIE,1372.0,3200 N KEDZIE AVE,06/30/2018,25,1154426.977874407,1921110.4665495418,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,06/30/2018,8,1167323.753394196,1841755.0292213818,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)"
DAMEN AND 63RD,2701.0,6300 S DAMEN AVENUE,06/30/2018,1,1164069.4079432979,1862830.277442834,41.779226920999996,-87.674052731,"(41.77922692069256, -87.67405273137854)"
IRVING PARK AND KILPATRICK,2764.0,4700 W IRVING PARK ROA,06/30/2018,6,,,,,
HALSTED AND MADISON,1872.0,1 N HALSTED STREET,06/30/2018,7,1171090.967986833,1900270.454015136,41.881815632,-87.64721471700001,"(41.88181563164203, -87.64721471704077)"
WESTERN AND NORTH,1851.0,1600 N WESTERN AVE,06/30/2018,11,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)"
WENTWORTH AND GARFIELD,2264.0,200 W GARFIELD BLVD,06/30/2018,6,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)"
LAFAYETTE AND 87TH,2503.0,30 W 87TH STREET,06/30/2018,53,1177407.6518002371,1847320.7720583118,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
CENTRAL AND FULLERTON,1444.0,5600 W FULLERTON AVENU,06/30/2018,3,1138627.2791894209,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)"
SACRAMENTO AND LAKE,1821.0,150 N SACRAMENTO BOUL,06/30/2018,7,1156319.560664766,1900957.4893519618,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
STATE AND 79TH,2651.0,7900 S STATE STREET,06/30/2018,10,1177618.1669299658,1852621.8702328382,41.750918138,-87.624690123,"(41.7509181383154, -87.62469012251644)"
ARCHER AND CICERO,2081.0,5200 S CICERO AVE,06/30/2018,17,1145195.9319897771,1869737.7083066232,41.798558278,-87.74307186600001,"(41.798558278193305, -87.74307186616427)"
ARCHER AND CICERO,2084.0,5400 S ARCHER AVE,06/30/2018,4,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)"
PULASKI AND DIVISION,1801.0,1200 N PULASKI ROAD,06/30/2018,4,1149459.590666926,1907723.219884254,41.902713901999995,-87.72645145700001,"(41.902713901936174, -87.72645145715836)"
PULASKI AND 63RD,2342.0,6300 S PULASKI RD,06/30/2018,7,1150746.00309079,1862516.747695325,41.778636469,-87.72290635600001,"(41.77863646878099, -87.72290635568541)"
FOSTER AND NAGLE,1031.0,5200 N NAGLE,06/30/2018,11,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
MILWAUKEE AND DEVON,1274.0,6400 W DEVON AVENUE,06/30/2018,6,1132590.619798275,1942138.532048656,41.997463980999996,-87.78761024299999,"(41.99746398102873, -87.78761024341388)"
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,06/30/2018,60,1160431.682297829,1898091.9423715891,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)"
CENTRAL AND BELMONT,1604.0,5600 W BELMONT AVENUE,06/30/2018,5,1138453.617438343,1920755.972768412,41.938683775,-87.766562494,"(41.93868377475747, -87.76656249384537)"
KEDZIE AND 63RD,2364.0,3200 W 63RD ST,06/30/2018,4,1156103.348831225,1862717.5652107392,41.779081505,-87.703260365,"(41.77908150488341, -87.70326036544745)"
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,06/30/2018,5,1168661.6237182291,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)"
PETERSON AND WESTERN,1014.0,2400 W PETERSON,06/30/2018,10,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)"
HALSTED AND 95TH,2581.0,9500 S HALSTED STREET,06/30/2018,5,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
63RD AND STATE,2712.0,6300 S STATE ST,06/30/2018,3,1177303.801895084,1863220.2167559231,41.780008277,-87.625522512,"(41.78000827740796, -87.6255225119157)"
79TH AND HALSTED,2541.0,7900 S HALSTED STREET,06/30/2018,8,1172298.707400847,1852444.344822186,41.750549559,-87.64418836799999,"(41.750549559438944, -87.64418836784098)"
CICERO AND ARMITAGE,2001.0,2000 N CICERO AVENUE,06/30/2018,8,1144031.525719004,1912881.8300294997,41.916973325,-87.746260223,"(41.91697332451097, -87.74626022251057)"
DAMEN AND DIVERSEY,1464.0,2000 W DIVERSEY PARKWAY,06/30/2018,4,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)"
CERMAK AND PULASKI,2332.0,2200 S PULASKI,06/30/2018,4,1150012.8768382429,1889071.75851865,41.851521442,-87.72490478700001,"(41.85152144233116, -87.7249047867499)"
LASALLE AND KINZIE,1923.0,140 W KINZIE,06/30/2018,2,1175048.09765242,1903028.8947602941,41.889297219,-87.63260164799999,"(41.88929721947309, -87.63260164817305)"
FULLERTON AND NARRAGANSETT,1553.0,6400 W FULLERTON AVENU,06/30/2018,2,1133317.594499059,1915293.661305931,41.923786189,-87.78556720600001,"(41.92378618871128, -87.78556720562165)"
HOLLYWOOD AND SHERIDAN,1344.0,1000 W HOLLYWOOD AVE,06/30/2018,40,1168580.2289264658,1938090.295189338,41.985649799,-87.65533580700001,"(41.98564979859328, -87.65533580655139)"
KOSTNER AND NORTH,2012.0,4400 W GRAND AVE,06/30/2018,13,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
BELMONT AND KEDZIE,1373.0,3200 W BELMONT,06/30/2018,2,1154461.587940363,1921143.091003516,41.939440561,-87.707718516,"(41.93944056117365, -87.70771851630873)"
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,06/30/2018,4,1191188.381103057,1842410.411853539,41.722579473,-87.57529252299999,"(41.722579473126416, -87.57529252250366)"
KEDZIE AND 31ST,2134.0,3200 W 31ST STREET,06/30/2018,2,1155487.128005646,1883943.0611067931,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)"
CICERO AND PETERSON,1204.0,4800 W PETERSON AVENUE,06/30/2018,2,1143273.766829016,1939491.9446451268,41.990008007,-87.748376951,"(41.99000800729908, -87.74837695118997)"
MILWAUKEE AND DEVON,1272.0,6400 N MILWAUKEE AVEN,06/30/2018,1,1132463.750397878,1942107.9115076268,41.997382173000005,-87.788077674,"(41.99738217345368, -87.78807767391953)"
DIVISION AND DAMEN,1733.0,2000 W DIVISION,06/30/2018,7,1162815.7108601942,1908034.672555531,41.903298793000005,-87.67738324700001,"(41.903298792681944, -87.67738324739636)"
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,06/30/2018,11,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
CICERO AND HARRISON,2022.0,600 S CICERO AVENUE,06/30/2018,7,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)"
ASHLAND AND FULLERTON,1652.0,2400 N ASHLAND AVENUE,06/30/2018,6,1165228.0733428379,1916032.319169157,41.92519389,-87.66829436299999,"(41.92519388981048, -87.66829436339881)"
LAWRENCE AND CICERO,1042.0,4800 N CICERO AVENUE,06/30/2018,19,1143464.651785526,1931490.5518832032,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
PULASKI AND IRVING PARK,1574.0,4000 W IRVING PARK RD,06/30/2018,10,1148988.727877253,1926320.9549384092,41.953756874,-87.72769851299999,"(41.95375687447515, -87.72769851312907)"
FOSTER AND BROADWAY,1111.0,5200 N BROADWAY ST,06/30/2018,4,1167334.508577915,1934714.0083465318,41.976412143000005,-87.660015082,"(41.97641214294823, -87.66001508205365)"
ASHLAND AND MADISON,1911.0,0 N ASHLAND AVE,06/30/2018,1,,,,,
WESTERN AND FOSTER,1074.0,2400 W FOSTER AVE,06/30/2018,14,1159379.402846887,1934502.7124861318,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)"
DIVERSEY AND WESTERN,1434.0,2400 W DIVERSEY AVENUE,06/30/2018,3,1159859.6484238359,1918576.255784305,41.932287183,-87.687950093,"(41.93228718299094, -87.6879500934122)"
STONEY ISLAND AND 76TH,2632.0,7600 S STONY ISLAND A,06/30/2018,43,1188092.796191935,1854889.3541583042,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
ASHLAND AND IRVING PARK,1153.0,1600 W IRVING PARK ROA,06/30/2018,1,,,,,
HALSTED AND DIVISION,1714.0,800 W DIVISION,07/01/2018,6,1170767.827960358,1908259.6441516618,41.903745557,-87.648167011,"(41.90374555734733, -87.64816701062779)"
LARAMIE AND MADISON,2043.0,5200 W MADISON STREET,07/01/2018,6,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
119TH AND HALSTED,2404.0,800 W 119TH STREET,07/01/2018,7,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
AUSTIN AND IRVING PARK,1161.0,4000 N AUSTIN AVENUE,07/01/2018,2,1135599.956110927,1926006.8626199858,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)"
LAWRENCE AND CICERO,1041.0,4800 N CICERO AVE,07/01/2018,11,1143464.651785526,1931490.5518832032,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,07/01/2018,3,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,07/01/2018,1,1172749.562209477,1916238.997132859,41.925597623,-87.64065097299999,"(41.925597623023144, -87.64065097309872)"
HAMLIN AND LAKE,1881.0,300 N HAMLIN AVENUE,07/01/2018,6,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
BELMONT AND KEDZIE,1373.0,3200 W BELMONT,07/01/2018,3,1154461.587940363,1921143.091003516,41.939440561,-87.707718516,"(41.93944056117365, -87.70771851630873)"
LAWRENCE AND WESTERN,1193.0,2400 W LAWRENCE AVENUE,07/01/2018,7,1159482.648570304,1931851.989492596,41.968724349,-87.688968727,"(41.96872434882172, -87.68896872699601)"
FOSTER AND NAGLE,1031.0,5200 N NAGLE,07/01/2018,7,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
99TH AND HALSTED,2431.0,9900 S HALSTED ST,07/01/2018,12,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
HOLLYWOOD AND SHERIDAN,1343.0,1000 W HOLLYWOOD AVE,07/01/2018,2,1168580.2289264658,1938090.295189338,41.985649799,-87.65533580700001,"(41.98564979859328, -87.65533580655139)"
DIVISION AND DAMEN,1734.0,2000 W DIVISION,07/01/2018,8,1162815.7108601942,1908034.672555531,41.903298793000005,-87.67738324700001,"(41.903298792681944, -87.67738324739636)"
KEDZIE AND 63RD,2364.0,3200 W 63RD ST,07/01/2018,1,1156103.348831225,1862717.5652107392,41.779081505,-87.703260365,"(41.77908150488341, -87.70326036544745)"
WESTERN AND ADDISON,1562.0,3600 N WESTERN AVENUE,07/01/2018,10,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)"
63RD AND STATE,2714.0,1 E 63RD ST,07/01/2018,10,1177367.518733101,1863199.17768559,41.779949105,-87.62528955299999,"(41.779949104569106, -87.62528955333775)"
IRVING PARK AND KILPATRICK,2764.0,4700 W IRVING PARK ROA,07/01/2018,3,,,,,
LAFAYETTE AND 87TH,2502.0,8700 S LAFAYETTE AVEN,07/01/2018,29,1177417.493180297,1847243.988223464,41.73616511,-87.62558756899999,"(41.73616511008592, -87.62558756899932)"
